12:04:46,+0.000,+0.000,-0.318,-0.318
12:04:48,+0.000,+0.000,-0.318,-0.318
12:04:51,+0.000,+0.000,-0.318,-0.318
12:04:53,+0.000,+0.000,-0.318,-0.318
12:04:55,+0.000,+0.000,-0.318,-0.318
12:04:57,+0.000,+0.000,-0.318,-0.318
12:04:59,+0.000,+0.000,-0.318,-0.318
12:05:02,+0.000,+0.000,-0.318,-0.318
12:05:04,+0.000,+0.000,-0.318,-0.318
12:05:06,+0.000,+0.000,-0.318,-0.318
12:05:08,+0.000,+0.000,-0.318,-0.318
12:05:10,+0.000,+0.000,-0.318,-0.318
12:05:13,+0.000,+0.000,-0.318,-0.318
12:05:15,+0.000,+0.000,-0.318,-0.318
12:05:17,+0.000,+0.000,-0.318,-0.318
12:05:19,+0.000,+0.000,-0.318,-0.318
12:05:21,+0.000,+0.000,-0.318,-0.318
12:05:24,+0.000,+0.000,-0.318,-0.318
12:05:26,+0.000,+0.000,-0.318,-0.318
12:05:28,+0.000,+0.000,-0.318,-0.318
12:05:30,+0.000,+0.000,-0.318,-0.318
12:05:32,+0.000,+0.000,-0.318,-0.318
12:05:35,+0.000,+0.000,-0.318,-0.318
12:05:37,+0.000,+0.000,-0.318,-0.318
12:05:39,+0.000,+0.000,-0.318,-0.318
12:05:41,+0.000,+0.000,-0.318,-0.318
12:05:43,+0.000,+0.000,-0.318,-0.318
12:05:46,+0.000,+0.000,-0.318,-0.318
12:05:48,+0.000,+0.000,-0.318,-0.318
12:05:50,+0.000,+0.000,-0.318,-0.318
12:05:52,+0.000,+0.000,-0.318,-0.318
12:05:54,+0.000,+0.000,-0.318,-0.318
12:05:57,+0.000,+0.000,-0.318,-0.318
12:05:59,+0.000,+0.000,-0.318,-0.318
12:06:01,+0.000,+0.000,-0.318,-0.318
12:06:03,+0.000,+0.000,-0.318,-0.318
12:06:05,+0.000,+0.000,-0.318,-0.318
12:06:08,+0.000,+0.000,-0.318,-0.318
12:06:10,+0.000,+0.000,-0.318,-0.318
12:06:12,+0.000,+0.000,-0.318,-0.318
12:06:14,+0.000,+0.000,-0.318,-0.318
12:06:16,+0.000,+0.000,-0.318,-0.318
12:06:19,+0.000,+0.000,-0.318,-0.318
12:06:21,+0.000,+0.000,-0.318,-0.318
12:06:23,+0.000,+0.000,-0.318,-0.318
12:06:25,+0.000,+0.000,-0.318,-0.318
12:06:27,+0.000,+0.000,-0.318,-0.318
12:06:30,+0.000,+0.000,-0.318,-0.318
12:06:32,+0.000,+0.000,-0.318,-0.318
12:06:34,+0.000,+0.000,-0.318,-0.318
12:06:36,+0.000,+0.000,-0.318,-0.318
12:06:38,+0.000,+0.000,-0.318,-0.318
12:06:41,+0.000,+0.000,-0.318,-0.318
12:06:43,+0.000,+0.000,-0.318,-0.318
12:06:45,+0.000,+0.000,-0.318,-0.318
12:06:47,+0.000,+0.000,-0.318,-0.318
12:06:49,+0.000,+0.000,-0.318,-0.318
12:06:52,+0.000,+0.000,-0.318,-0.318
12:06:54,+0.000,+0.000,-0.318,-0.318
12:06:56,+0.000,+0.000,-0.318,-0.318
12:06:58,+0.000,+0.000,-0.318,-0.318
12:07:00,+0.000,+0.000,-0.318,-0.318
12:07:03,+0.000,+0.000,-0.318,-0.318
